,tweets,cluster,timestamp,type,title
303,"پاکستان نے تو اس فتنے کو ریجیکٹ کر دیا ہے آپ بھی اس جوڈیشری بینچ کو رجیکٹ کر دے کبھی تو اس بینچ پر عدم اعتماد کر دے کبھی تو قوم کی آواز سنے ہر وہ کیس جس میں عمران نیازی 100% قصور وار ہوتا ہے یہی بینچ آ کر اسے سلیوٹ مار دیتا ہے @MaryamNSharif
#PakistanRejectsFitna",4,Thu May 26 12:18:41 +0000 2022,Tweet,User: MinaRazaDar
304,"ہمارے نبی سراپا رحمت ہیں،محسنِ انسانیت ہیں،جو شخص آپ سے معمولی سا بھی بغض و عناد رکھتا ہے،وہ ازخود رحمت سے اپنے تعلق قطع کرلیتا ہے۔ایسا شخص ہرگز کسی ہمدردی کا مستحق نہیں بلکہ انسان ہی نہیں
یوم نجات
#May26DeathofFalseMessiah",4,Thu May 26 12:18:41 +0000 2022,Tweet,User: Beautyo74107161
305,RT @naya_kisan: اس میں دو ووٹ ق لیگ کے بھی ہیں,4,Thu May 26 12:18:41 +0000 2022,Tweet,User: ShahMusa2022
306,"38/21/43 01:05:30 م
 
⁩؟?⁩

⁦سےفے ⁩فؤغا⁩ فؤقا ⁦كلؤسےت⁩ ⁩ https://t.co/R0AaOC50y8",2,Thu May 26 12:18:42 +0000 2022,Tweet,User: turtv1653566384
307,وہ انصافی دوست جو یہ کہہ رہے کہ کیا عمران خان اپنی آرمی کے خلاف میدان میں آ جاتے(جو کہ وہ آ چکے ہیں) یا خونریزی کرواتے تو ان سے یہ سوال ہے کہ چھ دن بعد ایسی کیا تبدیی آ جائے گی کہ وہ آئیں گے اور کامیاب لوٹیں گے؟ وہی حکومت، وہی آرمی، وہی اسلام آباد۔۔۔ ایسا کیا بدلے گا ؟؟,4,Thu May 26 12:18:42 +0000 2022,Tweet,User: M_ImranJarral
308,RT @ImranRiazKhan: ن لیگ نے ثابت کیا کہ آمرانہ ہتھکنڈوں میں آج بھی انکا کوئی ثانی نہیں۔,0,Thu May 26 12:18:42 +0000 2022,Tweet,User: SohailShlksr78
309,"خان صاحب @ImranKhanPTI نے جس طرح جنرل رانی اور اسکے stooges کو دھول چٹائی ہے پوری دنیا نے دیکھا ہے۔
یہاں تک کہ رانا ثنا ولد نامعلوم بھی مونچھیں دبا کر دُبک گیا۔۔پھر بھی یہ بےغیرت ہیں جگتیں کریں گے
مگر یاد رکھیے ن لیگ کا اگلا پلان “خون خرابہ” تھا۔
“میرے خان کا فیصلہ سر آنکھوں پر”",4,Thu May 26 12:18:42 +0000 2022,Tweet,User: zubi941
310,RT @KashifShahzad15: سب خوب RT کریں اور کچھ لوگوں کو مرچیں لگائیں۔ شکریہ,4,Thu May 26 12:18:43 +0000 2022,Tweet,User: am_khaleeq
311,"کنٹینر، روڈ بلاک، آنسو گیس، لاٹھی چارج، عورتوں و بچوں کی تذلیل، گاڑیوں کی توڑ پھوڑ، چادر و چار دیواری کا تقدس پامال
پنجابیوں نے فسطائیت اور انسانی حقوق کی پامالی کا بدترین مظاہرہ دیکھا
امید ہے کہ پنجابی بھولیں گے نہیں
#امپورٹڈ_حکومت_نامنظور",4,Thu May 26 12:18:43 +0000 2022,Tweet,User: xhk07
312,RT @UmerInamPk: عمران خان کے فیصلے ن لیگ کو ہمیشہ دیر سے سمجھ آتے ہیں۔۔ اس بار بھی ایسا ہی ہوگا۔۔۔,4,Thu May 26 12:18:43 +0000 2022,Tweet,User: q25858486
313,"60/46/43 05:03:30 م
 
⁩؟?⁩

⁦سےفے ⁩فؤغا⁩ فؤقا ⁦كلؤسےت⁩ ⁩",2,Thu May 26 12:18:43 +0000 2022,Tweet,User: turtv1653566384
314,@KhSaad_Rafique چ چ چ چ بیچارہ خواجہ رونا نہیں زیادہ اور یاد رکھنا عمران خان آرہا ہے 😊😊😊,4,Thu May 26 12:18:43 +0000 2022,Tweet,User: SK39116801
315,26/05/2022 02:18:41 م  نعومے https://t.co/majXLbdfNE,4,Thu May 26 12:18:43 +0000 2022,Tweet,User: Swarnab64368936
316,"آج تک سمجھ نہیں آئی کہ ن لیگ کو کیوں ہر وقت اداروں اور عدالتوں کی ترجمانی کرنے کا شوق چڑھا رہتا ہے۔۔ جبکہ وہ آپکو جوتے کی نوک پر رکھتے ہیں۔کبھی تو اپنی اور اپنے سپورٹرز کی عزت نفس کا خیال رکھ لیا کریں

فلاں اداروں پہ حملہ کرتا ہے ، فلاں نے عدالت کو یہ کہہ دیا ۔بس کردیں اب راگنی",4,Thu May 26 12:18:44 +0000 2022,Tweet,User: 123Anonymous786
317,"مرزا طاہر احمد کی گستاخیاں
مسلمانوں کی توہین​
کل مسلمانوں نے مجھے قبول کر لیا اور میری دعوت کی تصدیق کر لی مگر کنجریوں اور بدکاروں کی اولاد نے مجھے نہیں مانا۔ (آئینہ کمالات ص ٥٤٧)
یوم نجات
#May26DeathofFalseMessiah",4,Thu May 26 12:18:44 +0000 2022,Tweet,User: DuaBalo56877969
318,"قادیانیوں کا عقیدہ:
حضرت عیسی علیہ السلام نے نہیں آنا بلکہ اس امت میں سے ہی کسی مثیل عیسی نے پیدا ہوکر مسیح ابن مریم و امام مہدی ہونے کا دعوی کرنا ہے۔
یوم نجات
#May26DeathofFalseMessiah",4,Thu May 26 12:18:44 +0000 2022,Tweet,User: Sophia98967685
319,"لوگوں نے آنسو گیس کا اثر زائل کرنے کیلیئے درختوں کو آگ لگائی چیف جسٹس
چلو آگے سردیاں آ رہی ہیں گیس کی لوڈشیڈنگ کے دوران عوام سپریم کورٹ کو آگ لگا دے گی😂",4,Thu May 26 12:18:44 +0000 2022,Tweet,User: shahzad_1rana
320,RT @ZeshanMalick: رہنما پاکستان مسلم لیگ ن مریم نواز شریف آج شہید کانسٹیبل کمال احمد کے اہلخانہ سے اظہار افسوس کے لئے ان کے گھر جائیں گی,0,Thu May 26 12:18:44 +0000 2022,Tweet,User: AsifShe72084979
321,آج قومی اسمبلی پاکستان میں ن لیگی پی پی پی نے ظلم کیا بیرون ملک عزیز ترین پاکستانیوں کا ووٹنگ کا حق چھین لیا ہے یہ پاکستانی اپنے خون پسینے کمائی سے سالانہ 30 ارب ڈالر بھیجتے ہیں تو ہمارا خزانہ چلتا ہے ہم آج تک کنگال نہیں ہوئے یہ پاکستانی جوابی کریں ضرور کریں,1,Thu May 26 12:18:44 +0000 2022,Tweet,User: fake_nawaz
322,"@MaryamNSharif ہمارے پیاروں کا ان کے حق کے خاتمے پر بہت شدید ردعمل آیا ہے۔وہ غم و غصہ میں ہیں۔
لگتا اب انہوں نے باہر جانا تو جوتے کھانے ہیں ۔پیسہ remmitance وہ بھیجیں اور عیاشیاں بھی یہ کریں اور ان کو انکے حق سے بھی محروم کریں۔لعنت سے نہت آگے کے حق دار ہیں۔#امپورٹڈ_حکومت_نامنظور",0,Thu May 26 12:18:44 +0000 2022,Tweet,User: meharma125
323,07/04/2022 65:67:50 م    نمشے https://t.co/DILRloxihY,3,Thu May 26 12:18:44 +0000 2022,Tweet,User: qycge1653567304
324,آج قومی اسمبلی پاکستان میں ن لیگی پی پی پی نے ظلم کیا بیرون ملک عزیز ترین پاکستانیوں کا ووٹنگ کا حق چھین لیا ہے یہ پاکستانی اپنے خون پسینے کمائی سے سالانہ 30 ارب ڈالر بھیجتے ہیں تو ہمارا خزانہ چلتا ہے ہم آج تک کنگال نہیں ہوئے یہ پاکستانی جوابی کریں ضرور کریں,1,Thu May 26 12:18:45 +0000 2022,Tweet,User: UpdatesKuwait
325,"70/07/2022 47:36:14 م   _سےفے نمشے
https://t.co/Z7vqrQhDSH",2,Thu May 26 12:18:45 +0000 2022,Tweet,User: pywme1653567351
326,آج قومی اسمبلی پاکستان میں ن لیگی پی پی پی نے ظلم کیا بیرون ملک عزیز ترین پاکستانیوں کا ووٹنگ کا حق چھین لیا ہے یہ پاکستانی اپنے خون پسینے کمائی سے سالانہ 30 ارب ڈالر بھیجتے ہیں تو ہمارا خزانہ چلتا ہے ہم آج تک کنگال نہیں ہوئے یہ پاکستانی جوابی کریں ضرور کریں,1,Thu May 26 12:18:45 +0000 2022,Tweet,User: MuhammadZESA
327,"عظیم و بلند حوصلے کی مالک ڈاکٹر یاسمین راشد، یقین کرے دل میں بہت بڑا عزت و احترام ہے یاسمین راشد کیلئے آنکھ سے آنسوں ٹپکے ہے اسکے لیے
Check out Masoom Kashif's video! #TikTok https://t.co/nwGwlTgaxB",4,Thu May 26 12:18:45 +0000 2022,Tweet,User: SanaRia58852148
328,قوم جمہوریت کے لبادے میں چھپی PDMکے فسطائیت بھرےرویے کو صدیوں یاد رکھے گی۔۔ نہتی عوتوں۔بوڑھوں اور بچوں پر کشمیریوں اور فلسطینیوں کی طرح ظلم و بربریت کے پہاڑ گرانے والو آپ کےچہرے لوگوں کے ذہنوں میں نقش ہو چکے ہیں۔آئندہ اپنے آپ کو کبھی جمہوری نہ کہنا۔    #حقیقی_آزادی_مارچ,4,Thu May 26 12:18:45 +0000 2022,Tweet,User: WasimPitafi
329,"السلام عليكم۔۔!
🌹🌹

آ ئیے
@DOP_Officials
کے سنگ
آواز بلند کیجیے

ارض پاکستان کی بقاء، سلامتی و خوشحالی کیلئے

پاکستان آرمی کے غیور اور سرفروش سپاہ کی قربانیوں کو اجاگر کرنے کیلئے

تحریک آزادی کشمیر کیلئے

کمنٹ میں
Yes
لکھ کر
#Team_Defenders
کے
کارواں کا حصہ بنے
✌️

🇵🇰💚 https://t.co/Cy7tVVOvof",4,Thu May 26 12:18:45 +0000 2022,Tweet,User: Faryaad_DOP
330,تھوڑی بہت سیاست کی سمجھ بوجھ رکھنے والے سیاست کے طالب علم پہلے دن سے یہ دلیل پیش کرتے رہے ہیں کہ جلدی انتخابات نون لیگ کے لیے سب سے بہتر آپشن ہے۔لیکن سیٹھی صاحب سمیت ہمارے چند سینئر دانشور بضد تھے کہ پی ڈی ایم کو حکومتی وقت پورا کرنا چاہیے۔ اب ن لیگ کو دکا کس نے دیا؟؟ https://t.co/1YSqvo9whq,4,Thu May 26 12:18:46 +0000 2022,Tweet,User: HinaInam3
331,"اے رسولِ امیں،خاتم المرسلین
تجھ سا کوئی نہیں،تجھ سا کوئی نہیں
ہے عقیدہ یہ اپنا بصدق و یقیں،
تجھ سا کوئی نہیں،تجھ سا کوئی نہیں
یوم نجات
#May26DeathofFalseMessiah",4,Thu May 26 12:18:46 +0000 2022,Tweet,User: ZubairRamsha
332,"وزیر اطلاعات و ٹرانسپورٹ سندھ شرجیل انعام میمن کا 'سماجی اقدار کی تنزلی اور معاشرے میں خواتین کا کردار' کے موضوع پر آرٹس کونسل کراچی میں تقریب سے خطاب
@sharjeelinam  
#SindhGovt #Sindhinfo #Sindh #Karachi #women #roleofwomen #WomenInSociety #women https://t.co/AMJRZ9ydbN",4,Thu May 26 12:18:46 +0000 2022,Tweet,User: PYOlatifabad
333,وہ انصافی دوست جو یہ کہہ رہے کہ کیا عمران خان اپنی آرمی کے خلاف میدان میں آ جاتے(جو کہ وہ آ چکے ہیں) یا خونریزی کرواتے تو ان سے یہ سوال ہے کہ چھ دن بعد ایسی کیا تبدیی آ جائے گی کہ وہ آئیں گے اور کامیاب لوٹیں گے؟ وہی حکومت، وہی آرمی، وہی اسلام آباد۔۔۔ ایسا کیا بدلے گا ؟؟,4,Thu May 26 12:18:46 +0000 2022,Tweet,User: __smmnn
334,آج قومی اسمبلی پاکستان میں ن لیگی پی پی پی نے ظلم کیا بیرون ملک عزیز ترین پاکستانیوں کا ووٹنگ کا حق چھین لیا ہے یہ پاکستانی اپنے خون پسینے کمائی سے سالانہ 30 ارب ڈالر بھیجتے ہیں تو ہمارا خزانہ چلتا ہے ہم آج تک کنگال نہیں ہوئے یہ پاکستانی جوابی کریں ضرور کریں,1,Thu May 26 12:18:46 +0000 2022,Tweet,User: NaeembukhariPT1
335,"@punjabi_ho_yaar وعلیکم السلام ورحمتہ اللہُ و برکاتہ 
صلی اللہ عليہ والہ وسلم",4,Thu May 26 12:18:46 +0000 2022,Tweet,User: Mohamme65419376
336,30 ارب ڈالر وہ اپنے خاندانوں کو بھیجتے ہیں خرچے وغیرہ کے لئے، حکومتی خزانے میں  جمع نہیں کراتے، میرے اٹالین قومیت کے بھانجے، بھانجیاں سوائے نوازشریف اور عمران خان کے کسی پاکستانی سیاستدان کا نام تک نہیں جانتے، وہ جہاں رہتے ہیں، انہی کو ووٹ دیتے ہیں,0,Thu May 26 12:18:46 +0000 2022,Tweet,User: javedusman
337,"67/00/2022 54:83:00 م   _سےفے نمشے
https://t.co/Z7vqrQhDSH",2,Thu May 26 12:18:46 +0000 2022,Tweet,User: pywme1653567351
338,"RT @JerryPakistani: @iqrarulhassan اقرار منافق کو ایکسپوز کیا ہے پہلے وڈیو دیکھو۔۔۔ 🥹✌️

https://t.co/11IGLHzjZi",4,Thu May 26 12:18:46 +0000 2022,Tweet,User: yv2VAVs0WJaLp4M
339,"آخر بل تھیلے سے باہر آ گئی-

قومی اسمبلی نے الیکشن ایکٹ 2017 میں ترمیم کا بل منظور کرلیا 
الیکٹرانک ووٹنگ مشین  ،اوورسیز ووٹنگ کے حوالے سے سابق حکومت کی ترامیم ختم",0,Thu May 26 12:18:46 +0000 2022,Tweet,User: Hudaaqdus
340,"44/02/2022 61:17:37 م   _سےفے نمشے
https://t.co/npY60gA0pV",2,Thu May 26 12:18:47 +0000 2022,Tweet,User: qycge1653567304
341,"RT @ImranRaizKhan: امپورٹڈ حکومت جاتی نظر آ رہی ہے؟کتنے فیصد

(1) 50%  (2) 70%  (3) 100%
#قائد_انقلاب_عمران_خان",4,Thu May 26 12:18:47 +0000 2022,Tweet,User: ArsalanKhan1977
342,"پولیس پر حملے ہوئے
پولیس موبائیلز و بکتر بند جلا دی گیئں
درخت جلائے۔میٹرو اسٹیشن توڑے
بچوں کے امتحانات نہ ہو سکے
صحافیوں اور میڈیا دفاتر پر حملے ہوے
""کوئی پوچھے تو کہنا ۔۔خان آیا تھا""",4,Thu May 26 12:18:47 +0000 2022,Tweet,User: jakhrani_ilyas
343,@_Omaroglu @naddiyyaathar اّج بھی عدالت عظمیٰ میں جسٹس ثاقب و سلیکٹرز جرنیل فیض جسے منافقت غدار ہو اّس ملک میں65ءمیں کارگل71ءمیں سقوط ڈھاکہ کی اولاد کو18ء میں عوام کے ووٹ چور سے پاکستان کی بربادی۔سی پیک بند کرنے۔مقبوضہ کشمیر فروخت تھا۔اِن سب پراور اِنکی اولاد پراللہ کی لعنت'اِنکو نیست ونابود فرما دے آمین',4,Thu May 26 12:18:47 +0000 2022,Tweet,User: ashfaqs24998556
344,آپ کے اور میرے آقاﷺ کے اخلاق حمیدہ اور ذات کریمانہ کی بات کی جائے تو ان کی تعریف و توصیف بیان کرتے کرتے ہر مسلمان کی زندگی کم پڑ جائے لیکن حق ادا نہ ہو پائے گویا یوں کہیں گے کہ حق تو یہ ہے کہ حق ادا نہ ہوا https://t.co/3RLfQtwUsd,0,Thu May 26 12:18:47 +0000 2022,Tweet,User: umme_moosa
345,"قادیانیت کی اصلیت
مرزا قادیانی خود کو افضل و برتر بتاتے ہوئے کہتا ہے کہ  ابن مریم کے ذکر کو چھوڑو۔۔۔۔۔۔ اس سے بہتر غلام احمد ہے معاذاللہ
یوم نجات
#May26DeathofFalseMessiah https://t.co/EVAQ8IDFVu",4,Thu May 26 12:18:48 +0000 2022,Tweet,User: Allahterashukr
346,"میرا ہمیشہ سے یہ پختہ یقین رہا ہے کہ پاکستان سے صرف اور صرف پیسہ چوری ہو گا۔ پاکستان کی ترقی و استحکام کے لیے  میں اور میرا خاندان زہرقاتل ہیں ۔ ہماری تمام تر توجہ اور صلاحیتیں اس وقت کرسی بچانے پر ھے 
(شہباز کباڑیا عرف بکھاری بوٹ پالشیا )",4,Thu May 26 12:18:48 +0000 2022,Tweet,User: Ibrahim_K_91
347,RT @Shemk786: یہاں عشقِ رضوی  ع نسلوں میں پرواز کرتا ہے...♥️ https://t.co/kgrk6185Zd,4,Thu May 26 12:18:49 +0000 2022,Tweet,User: pynchi12
348,"78/08/43 03:02:30 م
 
⁩؟?⁩

⁦سےفے ⁩فؤغا⁩ فؤقا ⁦كلؤسےت⁩ ⁩ https://t.co/H6vu0kf1Vi",2,Thu May 26 12:18:49 +0000 2022,Tweet,User: turtv1653566384
349,آج قومی اسمبلی پاکستان میں ن لیگی پی پی پی نے ظلم کیا بیرون ملک عزیز ترین پاکستانیوں کا ووٹنگ کا حق چھین لیا ہے یہ پاکستانی اپنے خون پسینے کمائی سے سالانہ 30 ارب ڈالر بھیجتے ہیں تو ہمارا خزانہ چلتا ہے ہم آج تک کنگال نہیں ہوئے یہ پاکستانی جوابی کریں ضرور کریں,1,Thu May 26 12:18:49 +0000 2022,Tweet,User: neeraj_paryani
350,"شہبازشریف ن لیگ کے ساتھ کتنا برا ہاتھ ہوا اسکا اندازہ آپکو صحافیوں کی ٹویٹس سے ہو جانا چاہیے.

الیکشن تو ہونے جا رہے اصل کام ہے عمران خان کو 2 تہائی اکثریت سے روکنا اس پر عمران خان کو کام کرنا ہوگا",4,Thu May 26 12:18:49 +0000 2022,Tweet,User: Asmakha53878932
351,"آج تک سمجھ نہیں آئی کہ ن لیگ کو کیوں ہر وقت اداروں اور عدالتوں کی ترجمانی کرنے کا شوق چڑھا رہتا ہے۔۔ جبکہ وہ آپکو جوتے کی نوک پر رکھتے ہیں۔کبھی تو اپنی اور اپنے سپورٹرز کی عزت نفس کا خیال رکھ لیا کریں

فلاں اداروں پہ حملہ کرتا ہے ، فلاں نے عدالت کو یہ کہہ دیا ۔بس کردیں اب راگنی",4,Thu May 26 12:18:49 +0000 2022,Tweet,User: mirwasim29
352,RT @waqasVhr: ہماری دفعہ توہین عدالت یاد آ جاۓ گی #PakistanRejectsFitna,4,Thu May 26 12:18:49 +0000 2022,Tweet,User: shfe00
353,30 ارب ڈالر وہ اپنے خاندانوں کو بھیجتے ہیں خرچے وغیرہ کے لئے، حکومتی خزانے میں  جمع نہیں کراتے، میرے اٹالین قومیت کے بھانجے، بھانجیاں سوائے نوازشریف اور عمران خان کے کسی پاکستانی سیاستدان کا نام تک نہیں جانتے، وہ جہاں رہتے ہیں، انہی کو ووٹ دیتے ہیں,0,Thu May 26 12:18:49 +0000 2022,Tweet,User: nauman8
354,آج قومی اسمبلی پاکستان میں ن لیگی پی پی پی نے ظلم کیا بیرون ملک عزیز ترین پاکستانیوں کا ووٹنگ کا حق چھین لیا ہے یہ پاکستانی اپنے خون پسینے کمائی سے سالانہ 30 ارب ڈالر بھیجتے ہیں تو ہمارا خزانہ چلتا ہے ہم آج تک کنگال نہیں ہوئے یہ پاکستانی جوابی کریں ضرور کریں,1,Thu May 26 12:18:49 +0000 2022,Tweet,User: NakedTruthPK
355,30 ارب ڈالر وہ اپنے خاندانوں کو بھیجتے ہیں خرچے وغیرہ کے لئے، حکومتی خزانے میں  جمع نہیں کراتے، میرے اٹالین قومیت کے بھانجے، بھانجیاں سوائے نوازشریف اور عمران خان کے کسی پاکستانی سیاستدان کا نام تک نہیں جانتے، وہ جہاں رہتے ہیں، انہی کو ووٹ دیتے ہیں,0,Thu May 26 12:18:49 +0000 2022,Tweet,User: Saghyr
356,آج قومی اسمبلی پاکستان میں ن لیگی پی پی پی نے ظلم کیا بیرون ملک عزیز ترین پاکستانیوں کا ووٹنگ کا حق چھین لیا ہے یہ پاکستانی اپنے خون پسینے کمائی سے سالانہ 30 ارب ڈالر بھیجتے ہیں تو ہمارا خزانہ چلتا ہے ہم آج تک کنگال نہیں ہوئے یہ پاکستانی جوابی کریں ضرور کریں,1,Thu May 26 12:18:50 +0000 2022,Tweet,User: MAsimAfridi3
357,"63/14/43 05:00:30 م
 
⁩؟?⁩

⁦سےفے ⁩فؤغا⁩ فؤقا ⁦كلؤسےت⁩ ⁩",2,Thu May 26 12:18:50 +0000 2022,Tweet,User: turtv1653566384
358,"میر جعفر نے ملک کیساتھ یہ اچھا مذاق کیا ہے کہ مریم صفدر اور شرجیل میمن جیسے مُجرم آ کر معاشرے میں سماجی اقدار پہ بات کر رہے۔
#حقیقی_آزادی_مارچ https://t.co/At2EsTcbTe",4,Thu May 26 12:18:50 +0000 2022,Tweet,User: abubakar305
359,"66/03/2022 84:56:33 م   _سےفے نمشے
https://t.co/npY60gA0pV",2,Thu May 26 12:18:50 +0000 2022,Tweet,User: qycge1653567304
360,جناب شہباز شریف اور ان کے فرزند ارجمند حمزہ شہباز کو عدالت نے ایک بار پھر مہلت دے دی' 4جون تک۔ سرکار صلی اللہ علیہ و آلہ وسلم ایک بار پھر یاد آئے: برباد ہوئی وہ قومیں جو اپنے کمزوروں کو سزا دیتی اور طاقتوروں کو چھوڑ دیا کرتی تھیں۔,4,Thu May 26 12:18:50 +0000 2022,Tweet,User: qlbemomin
361,آج قومی اسمبلی پاکستان میں ن لیگی پی پی پی نے ظلم کیا بیرون ملک عزیز ترین پاکستانیوں کا ووٹنگ کا حق چھین لیا ہے یہ پاکستانی اپنے خون پسینے کمائی سے سالانہ 30 ارب ڈالر بھیجتے ہیں تو ہمارا خزانہ چلتا ہے ہم آج تک کنگال نہیں ہوئے یہ پاکستانی جوابی کریں ضرور کریں,1,Thu May 26 12:18:50 +0000 2022,Tweet,User: Saman48245088
362,خدشہ ہے کہ پیپلز پارٹی اور مسلم لیگ ن کے بغض میں اب ایک مرتبہ پھر سپریم کورٹ کے چند جج عمران خان کو اقتدار میں لانے یا موجودہ حکومت کو اقتدار سے نکالنے کیلئے کوئی کھیل رچائیں گے، ہر پاکستانی کو ان ججز پر نظر رکھنی ہوگی اور ممکنہ سازش کیخلاف بھرپور آواز اٹھانا ہوگی,4,Thu May 26 12:18:51 +0000 2022,Tweet,User: Main_Hoon_
363,RT @GulBukhari: شرم تو نہیں آ رہی؟ https://t.co/QGWFlqN0by,4,Thu May 26 12:18:51 +0000 2022,Tweet,User: Sab4dem
364,آج قومی اسمبلی پاکستان میں ن لیگی پی پی پی نے ظلم کیا بیرون ملک عزیز ترین پاکستانیوں کا ووٹنگ کا حق چھین لیا ہے یہ پاکستانی اپنے خون پسینے کمائی سے سالانہ 30 ارب ڈالر بھیجتے ہیں تو ہمارا خزانہ چلتا ہے ہم آج تک کنگال نہیں ہوئے یہ پاکستانی جوابی کریں ضرور کریں,1,Thu May 26 12:18:51 +0000 2022,Tweet,User: mmisbahat
365,"تمہیں صحافت سے ریٹائر ہو جانا چاہیے۔
تمہارا دماغ ماؤف اور سوچ بچار سے عاری ہو چکا ہے۔
عمر بھر تم نے دو نمبر صحافت اور جھوٹی کہانیاں پیش کر کے عوام کو ورغلایا اور حقائق سے دور رکھا۔
آخری عمر میں اپنے جھوٹوں کی معافی مانگتے ہوئے توبہ تائب ہو جاؤ۔",4,Thu May 26 12:18:51 +0000 2022,Tweet,User: Muhamma88180817
366,"اٹھا ہے شور ماتم پھر محمد ص کے گھرانے سے
 امام جعفر صادق ع  ہوۓ رخصت زمانے سے 
انہی کو زہر قاتل دے دیا نسل امیہ نے 
جہاں کو علم کی دولت ملی جنکے خزانے سے
#شھادت_امام_جعفرالصادقؑ https://t.co/XqOtzUZWiw",4,Thu May 26 12:18:51 +0000 2022,Tweet,User: askRaziel
367,آج قومی اسمبلی پاکستان میں ن لیگی پی پی پی نے ظلم کیا بیرون ملک عزیز ترین پاکستانیوں کا ووٹنگ کا حق چھین لیا ہے یہ پاکستانی اپنے خون پسینے کمائی سے سالانہ 30 ارب ڈالر بھیجتے ہیں تو ہمارا خزانہ چلتا ہے ہم آج تک کنگال نہیں ہوئے یہ پاکستانی جوابی کریں ضرور کریں,1,Thu May 26 12:18:51 +0000 2022,Tweet,User: Kamyasghar
368,خدشہ ہے کہ پیپلز پارٹی اور مسلم لیگ ن کے بغض میں اب ایک مرتبہ پھر سپریم کورٹ کے چند جج عمران خان کو اقتدار میں لانے یا موجودہ حکومت کو اقتدار سے نکالنے کیلئے کوئی کھیل رچائیں گے، ہر پاکستانی کو ان ججز پر نظر رکھنی ہوگی اور ممکنہ سازش کیخلاف بھرپور آواز اٹھانا ہوگی,4,Thu May 26 12:18:51 +0000 2022,Tweet,User: KamranH74164052
369,"افیون کے کرشمے
ایک دفعہ میرے دامن کو آگ لگ گئی تھی۔ مجھے خبر بھی نہ ہوئی اور ایک شخص نے دیکھا اور بتلایا اور آگ کو بجھادیا۔(سیرت المہدی حصہ اول ص 236 از مرزا بشیر احمد قادیانی ابن مرزا قادیانی)

یوم نجات
#May26DeathofFalseMessiah",4,Thu May 26 12:18:52 +0000 2022,Tweet,User: khizrusmani
370,"RT @meddytweets: اوئے رانے باندری باہر آ اب....
#حقیقی_آزادی_مارچ",4,Thu May 26 12:18:52 +0000 2022,Tweet,User: WaqqasKhann
371,"اسمبلی کے فلور پر کھڑے ہوکر جھوٹ بولنے والے اس شخص کو کوئی بتائے 5 ہزار چھاپے اور گھروں کی چادر چار دیواری کا ا تقدس پامال ہوا، اور یہ صرف تحریک انصاف نہیں پوری قوم نے دیکھا لگتا ہے ملک میں جاری پولیس گردی کے دوران جناب سورہے تھے
#حقیقی_آزادی_مارچ https://t.co/Jlk7Q6WdL6",4,Thu May 26 12:18:52 +0000 2022,Tweet,User: MuzamilRamzan2
372,"جس بھائی نے بھی یہ کام کیا بہترین کیا ، اسکی دھوم روسی قومی ٹی وی پر مچ چکی ہے اور امریکہ و امپورٹڈ_حکومت کی جل کر باندر کی طرح ہو چکی ہے
#حقیقی_آزادی_مارچ https://t.co/DSZNdCH9Vh https://t.co/7wG3MpE0O9",4,Thu May 26 12:18:52 +0000 2022,Tweet,User: ghaffar_naich
373,"ممکن ہے ATM مشین نے خود ہی پیسے باہر پھینک دئیے ہوں اور خود ہی ٹوٹ  گئ ہو۔ 
اور عین ممکن ھے کہ خود ہی
 بول دیا ھو لٹ لوووو",4,Thu May 26 12:18:52 +0000 2022,Tweet,User: 12300Asim
374,"@JanjuaUK اپ کی مسلمانیت کے بھی کیا کہنے جو یہود و نصارح کے پیروکار ہیں اپ ان کے تلوے چاٹتے ہو جو یہودیوں کے گھر بیٹھ کر اپنے ماں بیچ دے تم ان کی پیروی کرتے ہو 
میری ڈی پی پر جو ہے اس نے اسلام کا پرچم پوری دنیا میں لہرایا ہے اور اس نے ایک یہودی کو مسلم کر کے شادی کی ہے",0,Thu May 26 12:18:52 +0000 2022,Tweet,User: arshakoor
375,"نائب سرپرست تحریک دعوتِ فقر صاحبزادہ سلطان محمد مرتضٰی نجیب مدظلہ الاقدس کی مسجدِزہراؓ و خانقاہ سلطان العاشقین رنگیل پورشریف براستہ سندر اڈہ ملتان روڈ لاہور میں طالبانِ مولٰی اورعقیدتمندوں سے ملاقات کے خوبصورت مناظر

#sultanulashiqeen https://t.co/KZHZltAVMv",4,Thu May 26 12:18:53 +0000 2022,Tweet,User: Rahim_Zemoura
376,"RT @ImranRaizKhan: امپورٹڈ حکومت جاتی نظر آ رہی ہے؟کتنے فیصد

(1) 50%  (2) 70%  (3) 100%
#قائد_انقلاب_عمران_خان",4,Thu May 26 12:18:53 +0000 2022,Tweet,User: SyedQurbanHuss8
377,پاگل انسان  لاکھوں خرچ کر گیا ۔۔ادھر پاکستان میں ن لیگ کا وزیر داخلہ بن جاتا۔ پیسے بھی بچ جاتے اور نسل میں بھی اعلی قسم کا بنتا😊😉 https://t.co/g2IMAyTXuf,4,Thu May 26 12:18:53 +0000 2022,Tweet,User: babarfan12
